class,label,path
apple,0,images/mcintosh_s_000643.png
apple,0,images/macoun_s_000065.png
apple,0,images/red_delicious_s_000552.png
apple,0,images/northern_spy_s_000766.png
apple,0,images/pearmain_s_000139.png
apple,0,images/red_delicious_s_001189.png
apple,0,images/macoun_s_000441.png
apple,0,images/red_delicious_s_000750.png
apple,0,images/macoun_s_000009.png
apple,0,images/cortland_s_000650.png
apple,0,images/red_delicious_s_001702.png
apple,0,images/northern_spy_s_000177.png
apple,0,images/red_delicious_s_001572.png
apple,0,images/golden_delicious_s_001860.png
apple,0,images/red_delicious_s_002126.png
apple,0,images/golden_delicious_s_000296.png
apple,0,images/macoun_s_000113.png
apple,0,images/macoun_s_000031.png
apple,0,images/golden_delicious_s_000677.png
apple,0,images/northern_spy_s_000070.png
apple,0,images/mcintosh_s_000197.png
apple,0,images/macoun_s_000203.png
apple,0,images/apple_s_000058.png
apple,0,images/pearmain_s_000314.png
apple,0,images/red_delicious_s_000752.png
apple,0,images/macoun_s_000145.png
apple,0,images/red_delicious_s_001424.png
apple,0,images/red_delicious_s_000077.png
apple,0,images/golden_delicious_s_001850.png
apple,0,images/golden_delicious_s_001522.png
apple,0,images/northern_spy_s_000011.png
apple,0,images/dessert_apple_s_000276.png
apple,0,images/dessert_apple_s_000221.png
apple,0,images/red_delicious_s_000711.png
apple,0,images/golden_delicious_s_000689.png
apple,0,images/red_delicious_s_001772.png
apple,0,images/red_delicious_s_001688.png
apple,0,images/cortland_s_000454.png
apple,0,images/apple_s_000301.png
apple,0,images/red_delicious_s_002286.png
apple,0,images/golden_delicious_s_001765.png
apple,0,images/eating_apple_s_000920.png
apple,0,images/macoun_s_000554.png
apple,0,images/red_delicious_s_000020.png
apple,0,images/golden_delicious_s_001671.png
apple,0,images/golden_delicious_s_001800.png
apple,0,images/mcintosh_s_000142.png
apple,0,images/golden_delicious_s_001192.png
apple,0,images/golden_delicious_s_000210.png
apple,0,images/eating_apple_s_001024.png
apple,0,images/red_delicious_s_002193.png
apple,0,images/mcintosh_s_000151.png
apple,0,images/apple_s_000528.png
apple,0,images/macoun_s_000598.png
apple,0,images/pearmain_s_000142.png
apple,0,images/golden_delicious_s_000867.png
apple,0,images/macoun_s_001040.png
apple,0,images/apple_s_000339.png
apple,0,images/yellow_delicious_s_000128.png
apple,0,images/yellow_delicious_s_000494.png
apple,0,images/red_delicious_s_002298.png
apple,0,images/red_delicious_s_000523.png
apple,0,images/macoun_s_000688.png
apple,0,images/northern_spy_s_000648.png
apple,0,images/northern_spy_s_000693.png
apple,0,images/macoun_s_000024.png
apple,0,images/yellow_delicious_s_000694.png
apple,0,images/red_delicious_s_000896.png
apple,0,images/pearmain_s_000203.png
apple,0,images/red_delicious_s_000008.png
apple,0,images/macoun_s_000027.png
apple,0,images/macoun_s_001006.png
apple,0,images/northern_spy_s_000879.png
apple,0,images/macoun_s_000070.png
apple,0,images/cortland_s_000136.png
apple,0,images/macoun_s_000041.png
apple,0,images/golden_delicious_s_001608.png
apple,0,images/cortland_s_000525.png
apple,0,images/pearmain_s_000118.png
apple,0,images/pearmain_s_000365.png
apple,0,images/northern_spy_s_000316.png
apple,0,images/pearmain_s_000012.png
apple,0,images/macoun_s_000052.png
apple,0,images/crabapple_s_000281.png
apple,0,images/mcintosh_s_000551.png
apple,0,images/yellow_delicious_s_000123.png
apple,0,images/apple_s_000740.png
apple,0,images/golden_delicious_s_001043.png
apple,0,images/eating_apple_s_000893.png
apple,0,images/golden_delicious_s_001399.png
apple,0,images/golden_delicious_s_000120.png
apple,0,images/northern_spy_s_000660.png
apple,0,images/pearmain_s_000273.png
apple,0,images/red_delicious_s_001980.png
apple,0,images/pearmain_s_000250.png
apple,0,images/northern_spy_s_000008.png
apple,0,images/red_delicious_s_000474.png
apple,0,images/pearmain_s_000291.png
apple,0,images/mcintosh_s_000206.png
apple,0,images/macoun_s_000530.png
apple,0,images/mcintosh_s_000358.png
apple,0,images/golden_delicious_s_000512.png
apple,0,images/mcintosh_s_000684.png
apple,0,images/pearmain_s_000072.png
apple,0,images/pearmain_s_000313.png
apple,0,images/red_delicious_s_000471.png
apple,0,images/macoun_s_000655.png
apple,0,images/golden_delicious_s_000291.png
apple,0,images/red_delicious_s_000412.png
apple,0,images/golden_delicious_s_000976.png
apple,0,images/pearmain_s_000245.png
apple,0,images/golden_delicious_s_000303.png
apple,0,images/golden_delicious_s_001163.png
apple,0,images/golden_delicious_s_001854.png
apple,0,images/pearmain_s_000061.png
apple,0,images/golden_delicious_s_000061.png
apple,0,images/yellow_delicious_s_000420.png
apple,0,images/eating_apple_s_000491.png
apple,0,images/red_delicious_s_000257.png
apple,0,images/red_delicious_s_000282.png
apple,0,images/macoun_s_001388.png
apple,0,images/red_delicious_s_002109.png
apple,0,images/eating_apple_s_000470.png
apple,0,images/red_delicious_s_002121.png
apple,0,images/apple_s_000844.png
apple,0,images/red_delicious_s_001304.png
apple,0,images/golden_delicious_s_000672.png
apple,0,images/golden_delicious_s_000747.png
apple,0,images/red_delicious_s_001529.png
apple,0,images/red_delicious_s_000626.png
apple,0,images/macoun_s_000283.png
apple,0,images/macoun_s_000073.png
apple,0,images/macoun_s_000898.png
apple,0,images/eating_apple_s_000478.png
apple,0,images/golden_delicious_s_000148.png
apple,0,images/macoun_s_000309.png
apple,0,images/red_delicious_s_000824.png
apple,0,images/northern_spy_s_000020.png
apple,0,images/macoun_s_000594.png
apple,0,images/red_delicious_s_000702.png
apple,0,images/macoun_s_000763.png
apple,0,images/yellow_delicious_s_000095.png
apple,0,images/macoun_s_000476.png
apple,0,images/red_delicious_s_001272.png
apple,0,images/yellow_delicious_s_000427.png
apple,0,images/golden_delicious_s_000006.png
apple,0,images/red_delicious_s_001198.png
apple,0,images/red_delicious_s_000018.png
apple,0,images/golden_delicious_s_001315.png
apple,0,images/pearmain_s_000182.png
apple,0,images/macoun_s_001500.png
apple,0,images/northern_spy_s_000138.png
apple,0,images/mcintosh_s_000030.png
apple,0,images/golden_delicious_s_000739.png
apple,0,images/golden_delicious_s_001451.png
apple,0,images/apple_s_000027.png
apple,0,images/pearmain_s_000115.png
apple,0,images/red_delicious_s_002036.png
apple,0,images/golden_delicious_s_001139.png
apple,0,images/pearmain_s_000177.png
apple,0,images/red_delicious_s_000940.png
apple,0,images/apple_s_000145.png
apple,0,images/pearmain_s_000089.png
apple,0,images/northern_spy_s_001005.png
apple,0,images/cortland_s_000684.png
apple,0,images/pearmain_s_000199.png
apple,0,images/red_delicious_s_000409.png
apple,0,images/pearmain_s_000241.png
apple,0,images/macoun_s_000623.png
apple,0,images/golden_delicious_s_001761.png
apple,0,images/northern_spy_s_000147.png
apple,0,images/macoun_s_000071.png
apple,0,images/red_delicious_s_001322.png
apple,0,images/yellow_delicious_s_000660.png
apple,0,images/golden_delicious_s_001846.png
apple,0,images/eating_apple_s_000364.png
apple,0,images/red_delicious_s_000662.png
apple,0,images/macoun_s_001027.png
apple,0,images/macoun_s_000965.png
apple,0,images/golden_delicious_s_000897.png
apple,0,images/red_delicious_s_000015.png
apple,0,images/red_delicious_s_000240.png
apple,0,images/red_delicious_s_000437.png
apple,0,images/red_delicious_s_001369.png
apple,0,images/mcintosh_s_000964.png
apple,0,images/red_delicious_s_000445.png
apple,0,images/red_delicious_s_001620.png
apple,0,images/pearmain_s_000076.png
apple,0,images/yellow_delicious_s_000569.png
apple,0,images/mcintosh_s_000006.png
apple,0,images/golden_delicious_s_000805.png
apple,0,images/golden_delicious_s_000477.png
apple,0,images/macoun_s_000822.png
apple,0,images/yellow_delicious_s_000084.png
apple,0,images/red_delicious_s_000285.png
apple,0,images/pearmain_s_000341.png
apple,0,images/red_delicious_s_002297.png
apple,0,images/golden_delicious_s_001297.png
apple,0,images/cortland_s_001013.png
apple,0,images/northern_spy_s_000235.png
apple,0,images/northern_spy_s_000030.png
apple,0,images/golden_delicious_s_001476.png
apple,0,images/mcintosh_s_000386.png
apple,0,images/red_delicious_s_001345.png
apple,0,images/eating_apple_s_000073.png
apple,0,images/golden_delicious_s_000034.png
apple,0,images/macoun_s_000525.png
apple,0,images/mcintosh_s_000084.png
apple,0,images/red_delicious_s_001203.png
apple,0,images/golden_delicious_s_000260.png
apple,0,images/golden_delicious_s_000371.png
apple,0,images/yellow_delicious_s_000504.png
apple,0,images/northern_spy_s_000009.png
apple,0,images/golden_delicious_s_001441.png
apple,0,images/red_delicious_s_000286.png
apple,0,images/northern_spy_s_000156.png
apple,0,images/golden_delicious_s_000988.png
apple,0,images/golden_delicious_s_000513.png
apple,0,images/macoun_s_000539.png
apple,0,images/eating_apple_s_001028.png
apple,0,images/eating_apple_s_000712.png
apple,0,images/macoun_s_000904.png
apple,0,images/eating_apple_s_001100.png
apple,0,images/macoun_s_000072.png
apple,0,images/red_delicious_s_002254.png
apple,0,images/macoun_s_000087.png
apple,0,images/cortland_s_001100.png
apple,0,images/macoun_s_000118.png
apple,0,images/cortland_s_000052.png
apple,0,images/golden_delicious_s_000535.png
apple,0,images/northern_spy_s_000250.png
apple,0,images/golden_delicious_s_000452.png
apple,0,images/golden_delicious_s_001756.png
apple,0,images/crabapple_s_000111.png
apple,0,images/northern_spy_s_000075.png
apple,0,images/red_delicious_s_002069.png
apple,0,images/pearmain_s_000223.png
apple,0,images/eating_apple_s_001151.png
apple,0,images/northern_spy_s_000064.png
apple,0,images/northern_spy_s_000876.png
apple,0,images/red_delicious_s_000079.png
apple,0,images/red_delicious_s_002304.png
apple,0,images/golden_delicious_s_001057.png
apple,0,images/golden_delicious_s_000648.png
apple,0,images/macoun_s_001511.png
apple,0,images/mcintosh_s_000076.png
apple,0,images/cortland_s_000791.png
apple,0,images/red_delicious_s_002098.png
apple,0,images/golden_delicious_s_000881.png
apple,0,images/golden_delicious_s_000012.png
apple,0,images/golden_delicious_s_001523.png
apple,0,images/macoun_s_000014.png
apple,0,images/macoun_s_000004.png
apple,0,images/red_delicious_s_000726.png
apple,0,images/golden_delicious_s_000266.png
apple,0,images/macoun_s_000050.png
apple,0,images/red_delicious_s_000983.png
apple,0,images/cortland_s_000153.png
apple,0,images/cortland_s_000059.png
apple,0,images/northern_spy_s_000976.png
apple,0,images/red_delicious_s_000527.png
apple,0,images/red_delicious_s_001405.png
apple,0,images/golden_delicious_s_000866.png
apple,0,images/northern_spy_s_000836.png
apple,0,images/yellow_delicious_s_000507.png
apple,0,images/red_delicious_s_002287.png
apple,0,images/golden_delicious_s_000505.png
apple,0,images/macoun_s_000978.png
apple,0,images/golden_delicious_s_001223.png
apple,0,images/northern_spy_s_000821.png
apple,0,images/macoun_s_000251.png
apple,0,images/macoun_s_001193.png
apple,0,images/macoun_s_000893.png
apple,0,images/golden_delicious_s_001813.png
